Alterno;Nombre;Ventas;Marca;Talla;Genero;Categoria;Venta;Tienda;Fecha de Venta;Nombre Comercial
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;1,790.00;TimeOut Cascadas;27/7/2019;TODOS
812655 605;T.N TANJUN PINK/WHT 812655 605 # 5;1;NIKE;5;MUJER;ZAPATO;900.00;Time Out Multiplaza;27/7/2019;TANJUN
AV7763-401;T. NIKE PRESTO FLY BL VOID/WHT AV7763-401 # 7;1;NIKE;7;HOMBRE;ZAPATO;2,500.00;Time Out Multiplaza;27/7/2019;PRESTO FLY
AV7763-401;T. NIKE PRESTO FLY BL VOID/WHT AV7763-401 # 9;1;NIKE;9;HOMBRE;ZAPATO;2,500.00;Time Out Multiplaza;27/7/2019;PRESTO FLY
016101 BLK;T. RS INTENSE BLK 016101 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;990.00;Time Out Multiplaza;27/7/2019;INTENSE
AJ5911-010;T.NIKE FLEX CONTROL TR3 ANTC/BLK AJ5911-010 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,031.50;TimeOut Cascadas;27/7/2019;FLEX CONTROL
AJ5911-400;T.NIKE FLEX CONTROL TR3 NVY/MTLC AJ5911-400 # 9;1;NIKE;9;HOMBRE;ZAPATO;2,031.50;TimeOut Cascadas;27/7/2019;FLEX CONTROL
192355 01;T.P PERSIST XT BLACK 192355 01 # 8.5;1;PUMA;8.5;HOMBRE;ZAPATO;1,590.00;Time Out Multiplaza;27/7/2019;PERSIST
361137 01;T.P DRIFT CAT 5 BLACK 361137 01 # 10;1;PUMA;10;HOMBRE;ZAPATO;1,790.00;Time Out Multiplaza;27/7/2019;DRIFT
7-37CMA0045237;T.LACOSTE LEROND BLK/GRY 7-37CMA0045237 # 7;1;LACOSTE;7;HOMBRE;ZAPATO;2,390.00;Time Out Multiplaza;27/7/2019;LEROND
306242 04;T.P BMW MMS FUTURE CAT ULTRA 306242 04 # 11;1;PUMA;11;HOMBRE;ZAPATO;1,990.00;TimeOut Cascadas;27/7/2019;FUTURE CAT
A13HZ;Z.T LARCHMONT CHELSEA  BRW A13HZ # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,990.00;Time Out Multiplaza;27/7/2019;LARCHMONT 
AO4486-600;T.N. AIR MAX SEQUENT 4 ROSE/PRTCL AO4486-600 # 9;1;NIKE;9;MUJER;ZAPATO;1,490.00;TimeOut Cascadas;27/7/2019;AIR MAX SEQUENT
AV7763-401;T. NIKE PRESTO FLY BL VOID/WHT AV7763-401 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;3,190.00;Time Out Multiplaza;27/7/2019;PRESTO FLY
315122 111;T.N AIR FORCE 1 07 WHITE 315122 111 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,541.50;TimeOut Cascadas;27/7/2019;AIR FORCE 1
924338-200;T. NIKE AIR BELLA TR BGE/CLSTL 924338-200 # 6;1;NIKE;6;MUJER;ZAPATO;1,838.50;TimeOut Cascadas;27/7/2019;AIR BELLA
AA2146-006;T. NIKE AIR MAX AXIS BLK/ANTHR AA2146-006 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,590.00;TimeOut Cascadas;27/7/2019;AIR MAX AXIS
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;1,790.00;Time Out Multiplaza;27/7/2019;TODOS
A1LU4;Z.T. 6  PREMIUM BOOT MIDNIGHT NVY A1LU4 # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;4,590.00;TimeOut Cascadas;27/7/2019;PREMIUM BOOT
AR0639-001;T. WMNS AIR FORCE 1 '07 GREY/WHT AR0639-001 # 5.5;1;NIKE;5.5;MUJER;ZAPATO;2,990.00;Time Out Multiplaza;27/7/2019;AIR FORCE 1
AO0269-104;T. NIKE ZOOM 2K WHT/LTBL FURY AO0269-104 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,790.00;TimeOut Cascadas;27/7/2019;ZOOM 2K
AA2148-003;T. NIKE AIR MAX AXIS PREM BLK/WLF AA2148-003 #10.5;1;NIKE;10.5;HOMBRE;ZAPATO;1,490.00;Time Out Multiplaza;27/7/2019;AIR MAX AXIS
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;1,790.00;Time Out Multiplaza;27/7/2019;TODOS
343880 090;SANDALIA NIKE BLK/WHT 343880 090 #10;1;NIKE;10;HOMBRE;SANDALIAS;990.00;Time Out Multiplaza;27/7/2019;BENASSI
343880 100;SANDA NIKE BENASSI BLK/WHT 343880 100 # 7;1;NIKE;7;HOMBRE;SANDALIAS;990.00;Time Out Multiplaza;27/7/2019;BENASSI
843896-601;T.NIKE SB CHECK SOLAR CRMSON/WHT 843896-601 # 9;1;NIKE;9;HOMBRE;ZAPATO;1,990.00;Time Out Multiplaza;27/7/2019;SB CHECK
AA7773 800;T.N WNS SEASON BEIGE AA77773 800 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;1,600.00;Time Out Multiplaza;27/7/2019;SEASON
7-37CMA0046454;T.LACOSTE LEROND BLCK 7-37CMA0046454 # 7.5;1;LACOSTE;7.5;HOMBRE;ZAPATO;2,455.20;Time Out Multiplaza;27/7/2019;LEROND
AJ7280-600;T.N. AIR FORCE 1 '07 RED/WHT AJ7280-600 # 9;1;NIKE;9;HOMBRE;ZAPATO;2,390.00;Time Out Multiplaza;27/7/2019;AIR FORCE 1
343880-016;S. BENASSI JDI BLACK/MTLC GOLD 343880-016 # 8;1;NIKE;8;HOMBRE;SANDALIAS;950.00;Time Out Multiplaza;27/7/2019;BENASSI
A1RGX;T. SPLITROCK 2 BLACK A1RGX # 11;1;TIMBERLAND;11;HOMBRE;ZAPATO;2,796.50;Timberland Multiplaza;27/7/2019;SIDE-ZIP
A1N1K;T. KENDRICK CHELSEA BROW A1N1K # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,750.00;Timberland Multiplaza;27/7/2019;KENDRICK
A13HD;Z.T LARCHMONT CHUKKA BRW A13HD 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,500.00;Timberland Multiplaza;27/7/2019;LARCHMONT 
A1W1Z;T. FLYROAM TRAIL LOW NVY A1W1Z # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;3,290.00;Timberland Multiplaza;27/7/2019;FLYROAM
A1QCS;T. SAWYER LANE WP CHUKK BLACK A1QCS # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,541.50;Timberland Multiplaza;27/7/2019;SAWYER LANE
A13HZ;Z.T LARCHMONT CHELSEA  BRW A13HZ # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,990.00;Timberland Multiplaza;27/7/2019;LARCHMONT 
A1OSW;Z.T. KENDRICK SLIP ON JET BLK A1OSW # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,550.00;Timberland Multiplaza;27/7/2019;KENDRICK
A1Q52;T. MADDSEN MID LTHR TOASTED BROWN A1Q52 # 6.5;1;TIMBERLAND;6.5;MUJER;ZAPATO;2,392.00;TimeOut Cascadas;1/7/2019;MADDSEN
A1Q52;T. MADDSEN MID LTHR TOASTED BROWN A1Q52 # 7;1;TIMBERLAND;7;MUJER;ZAPATO;2,541.50;TimeOut Cascadas;7/7/2019;MADDSEN
A1PV5;T. MT MADDSEN LITE BROW A1PV5 # 11;1;TIMBERLAND;11;HOMBRE;ZAPATO;1,990.00;Timberland Multiplaza;27/7/2019;MADDSEN
A1SLZ ;T. CITY S EDGE WP BOOT BLACK FULL A1SLZ # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;3,112.00;Timberland Multiplaza;27/7/2019;CITY EDGE
A1N1K;T. KENDRICK CHELSEA BROW A1N1K # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;3,000.00;Timberland Multiplaza;27/7/2019;KENDRICK
A1Q52;T. MADDSEN MID LTHR TOASTED BROWN A1Q52 # 8;1;TIMBERLAND;8;MUJER;ZAPATO;2,990.00;Timberland Multiplaza;14/7/2019;MADDSEN
A1NZR;T. FLYROAM TRAIL LOW BLACK A1NZR # 11;1;TIMBERLAND;11;HOMBRE;ZAPATO;2,990.00;Timberland Multiplaza;27/7/2019;FLYROAM
7-37CMA0073092;T.LACOSTE BAYLISS NVY/WHT 7-37CMA0073092 # 9.5;1;LACOSTE;9.5;HOMBRE;ZAPATO;2,590.00;TIME OUT CITYMALL TEG;27/7/2019;BAYLISS
863776 001;T.N WMS FRE DISTANCE GREY/BLK 863776 001 # 9;1;NIKE;9;MUJER;ZAPATO;2,031.50;TIME OUT CITYMALL TEG;27/7/2019;FREE DISTANCE
315115 112;T.N AIR FORCE 1 WHITE 315115 112 # 5.5;1;NIKE;5.5;MUJER;ZAPATO;2,371.50;TIME OUT CITYMALL TEG;27/7/2019;AIR FORCE 1
A1IXF;Z.T. KILLINGTON CHUKK WHEAT/MESH A1IXF # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;27/7/2019;KILINGTON
AO0265-002;T.N. MD RUNNER 19 GRY/THNDR AO0265-002 # 10;1;NIKE;10;HOMBRE;ZAPATO;2,031.50;TIME OUT CITYMALL TEG;27/7/2019;MD RUNNER
A1RIK;T.EURO SPRINT SPORT ICED COFFEE SUEDE A1RIK # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;2,632.00;TIME OUT CITYMALL TEG;27/7/2019;EUROSPRINT
A1Q52;T. MADDSEN MID LTHR TOASTED BROWN A1Q52 # 7.5;1;TIMBERLAND;7.5;MUJER;ZAPATO;2,392.00;Shoes Cascadas;19/7/2019;MADDSEN
191095 06;T.P IRON GATE BLACK 191095 06 # 7.5;1;PUMA;7.5;HOMBRE;ZAPATO;1,390.00;TIME OUT CITYMALL TEG;27/7/2019;MEGA NRGY
A1Q52;T. MADDSEN MID LTHR TOASTED BROWN A1Q52 # 7.5;1;TIMBERLAND;7.5;MUJER;ZAPATO;2,990.00;Timberland Multiplaza;20/7/2019;MADDSEN
BQ9443-001;T. NIKE FLEX TRAINER 9 BLK/WHT BQ9443-001 # 6;1;NIKE;6;MUJER;ZAPATO;2,390.00;TIME OUT CITYMALL TEG;27/7/2019;FLEX TRAINER
AJ5900-003;T. NIKE FLEX EXPERIENCE UNV/AMRLL AJ5900-003 #9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;27/7/2019;FLEX EXPERIENCE
AT1239-004;T. NIKE VARSITY COMPETE GRY AT1239-004 # 9;1;NIKE;9;HOMBRE;ZAPATO;2,590.00;TIME OUT CITYMALL TEG;27/7/2019;VARSITY
908985-001;T. NIKE FLEX EXPERIENCE7 BLK/WHT 908985-001 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;1,990.00;TIME OUT CITYMALL TEG;27/7/2019;FLEX EXPERIENCE
343880 100;SANDA NIKE BENASSI BLK/WHT 343880 100 # 10;1;NIKE;10;HOMBRE;SANDALIAS;792.00;TIME OUT CITYMALL TEG;27/7/2019;BENASSI
A13HZ;Z.T LARCHMONT CHELSEA  BRW A13HZ # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,541.50;TIME OUT CITYMALL TEG;27/7/2019;LARCHMONT 
192427 03;T.P RADIATE XT SLIP-ON PURPLE 192427 03 # 9;1;PUMA;9;MUJER;ZAPATO;1,521.50;TIME OUT CITYMALL TEG;27/7/2019;MEGA NRGY
880839-001;T. NIKE FREE RN 2017 BLK/WHT 880839-001 # 8;1;NIKE;8;HOMBRE;ZAPATO;1,904.35;TIME OUT CITYMALL TEG;27/7/2019;FREE RN
A1LH8;T. BRADSTREET OXFOR NAVY A1LH8 # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,201.50;TIME OUT CITYMALL TEG;27/7/2019;BRADSTREET
360248 03;SANDALIA BLACK WHITE 360248 03 # 8;1;PUMA;8;HOMBRE;SANDALIAS;590.00;TIME OUT CITYMALL TEG;27/7/2019;SANDALIA EPIC FLIP
A1Q52;T. MADDSEN MID LTHR TOASTED BROWN A1Q52 # 7;1;TIMBERLAND;7;MUJER;ZAPATO;2,541.50;Timberland Multiplaza;21/7/2019;MADDSEN
367609 01;T.P SUEDE BOW PINK 367609 01 # 6.5;1;PUMA;6.5;MUJER;ZAPATO;1,990.00;TIME OUT CITYMALL TEG;27/7/2019;SUEDE
924204-002;T. NIKE FLEX CONTROL II BLK/ANTHR 924204-002 #10;1;NIKE;10;HOMBRE;ZAPATO;2,440.00;Time Out Citymall SPS;27/7/2019;FLEX CONTROL
908998-001;T. W NIKE LUNAR APPARENT BLK/WHT 908998-001 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;2,030.00;Time Out Citymall SPS;27/7/2019;LUNAR APPARENT
863776 001;T.N WMS FRE DISTANCE GREY/BLK 863776 001 # 7;1;NIKE;7;MUJER;ZAPATO;2,032.00;Time Out Citymall SPS;27/7/2019;FREE DISTANCE
A1N35;T. KENDRICK CHUKKA BLACK A1N35 # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;3,300.00;Time Out Citymall SPS;27/7/2019;KENDRICK
A1ODO;Z.T. KILLINGTON HIKER CHU FORGED GREY A1ODO # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,990.00;Time Out Citymall SPS;27/7/2019;KILINGTON
AR7621-001;T.W AIR MAX 97 LX BLK/WHT AR7621-001 # 7;1;NIKE;7;MUJER;ZAPATO;4,242.00;Time Out Citymall SPS;27/7/2019;AIR MAX 97
191487 01;T.P ENZO WEAVE BLACK 191487 01 # 9;1;PUMA;9;HOMBRE;ZAPATO;2,190.00;Tienda Movil;27/7/2019;ENZO
AJ5900-003;T. NIKE FLEX EXPERIENCE UNV/AMRLL AJ5900-003 #8;1;NIKE;8;HOMBRE;ZAPATO;2,390.00;Tienda Movil;27/7/2019;FLEX EXPERIENCE
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;1,790.00;El Dorado;27/7/2019;TODOS
845021 010;T.N COURT LITE BLK/WHT 845021 010 # 10.5;1;NIKE;10.5;HOMBRE;ZAPATO;990.00;El Dorado;27/7/2019;COURT LITE
A1NZR;T. FLYROAM TRAIL LOW BLACK A1NZR # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,990.00;Time Out Citymall SPS;27/7/2019;FLYROAM
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 8;1;NIKE;8;MUJER;ZAPATO;1,861.50;El Dorado;27/7/2019;TANJUN
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 9;1;NIKE;9;HOMBRE;ZAPATO;1,790.00;El Dorado;27/7/2019;TODOS
365215 07;T.PUMA  SMASH V2 WHITE 365215 07 # 13;1;PUMA;13;HOMBRE;ZAPATO;790.00;El Dorado;27/7/2019;SMASH
A1HQH;T. KILLINGTON CHUKKA GREY A1HQH # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;1,790.00;Time out mall premier;27/7/2019;KILINGTON
360265 43;S.PUMA  POPCAT GREEN 360265 43 # 5;1;PUMA;5;MUJER;SANDALIAS;638.00;Time out mall premier;27/7/2019;SANDALIA PUMA POPCAT
192257 02;T.P FLYER RUNNER BLACK 192257 02 # 11;1;PUMA;11;HOMBRE;ZAPATO;990.00;El Dorado;27/7/2019;FLYER RUNNER
AQ4775-016;T. NIKE UTILITY TRAINER BLCK/WHT AQ4775-016 # 10.5;1;NIKE;10.5;HOMBRE;ZAPATO;1,690.00;Time out mall premier;27/7/2019;UTILITY TRAINER
369400 01;S.P DIVECAT V2 BLACK 369400 01 # 8;1;PUMA;8;HOMBRE;SANDALIAS;650.00;El Dorado;27/7/2019;SANDALIA DIVECAT
315122 111;T.N AIR FORCE 1 07 WHITE 315122 111 # 7;1;NIKE;7;HOMBRE;ZAPATO;2,542.00;Time out mall premier;27/7/2019;AIR FORCE 1
AJ7748-100;T.N. AIR FORCE 1 '07 LV8 WHT/BLK AJ7748-100 # 10.5;1;NIKE;10.5;HOMBRE;ZAPATO;1,690.00;Time out mall premier;27/7/2019;AIR FORCE 1
AJ7748-100;T.N. AIR FORCE 1 '07 LV8 WHT/BLK AJ7748-100 # 10;1;NIKE;10;HOMBRE;ZAPATO;1,690.00;Time out mall premier;27/7/2019;AIR FORCE 1
7-37CMA0018092;S.LACOSTE CROCO SLIDE NVY/WHT 7-37CMA0018092 # 10;1;LACOSTE;10;HOMBRE;SANDALIAS;841.50;El Dorado;27/7/2019;CROCO SLIDE
AJ8879-002;T.N HAKATA BLK/GRY AJ8879 002 # 10;1;NIKE;10;HOMBRE;ZAPATO;1,490.00;Time out mall premier;27/7/2019;HAKATA
016101 NVY;T. RS INTENSE NVY/BLK 016101 # 11;1;RS PERFORMANCE;11;HOMBRE;ZAPATO;990.00;El Dorado;27/7/2019;INTENSE
876068-008;T. NIKE AIR MAX PRIME BLK/MTLC 876068-008 # 10;1;NIKE;10;HOMBRE;ZAPATO;2,201.50;El Dorado;27/7/2019;AIR MAX PRIME
A1RGX;T. SPLITROCK 2 BLACK A1RGX # 11;1;TIMBERLAND;11;HOMBRE;ZAPATO;1,645.00;Time out mall premier;27/7/2019;SIDE-ZIP
360263 22;S.PUMA LEADCAT RED 360263 22 # 11;1;PUMA;11;HOMBRE;SANDALIAS;750.00;Time out mall premier;27/7/2019;SANDALIA LEADCAT
A1ODO;Z.T. KILLINGTON HIKER CHU FORGED GREY A1ODO # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,797.00;Time out mall premier;27/7/2019;KILINGTON
631635 010;T.N PRIMO COURT CANVAS BLK 631635 010 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,990.00;TimeOut Metromall;27/7/2019;PRIMO COURT
015831 NVY;T. RS DEFY 2.0 NAVY 015831 # 8;1;RS PERFORMANCE;8;HOMBRE;ZAPATO;990.00;Time out mall premier;27/7/2019;DEFY
343880-020;SANDALIA BENASSI JDI MTLC/SLVR 343880-020 # 7;1;NIKE;7;HOMBRE;SANDALIAS;990.00;Time out mall premier;27/7/2019;BENASSI
360263  02;SANADALIA P. LEADCAT NAVY 360263  02 # 9;1;PUMA;9;HOMBRE;SANDALIAS;750.00;TimeOut Metromall;27/7/2019;SANDALIA LEADCAT
AT2506-002;T. NIKE AIR MAX FLY BLK/WHT AT2506-002 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;2,700.00;TimeOut Metromall;27/7/2019;AIR MAX FLY
015831 NVY;T. RS DEFY 2.0 NAVY 015831 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;890.00;TimeOut Metromall;27/7/2019;DEFY
365758 05;SANDALIA PUMA  SUEDE RED 365758 05 # 10;1;PUMA;10;HOMBRE;SANDALIAS;842.00;Time out mall premier;27/7/2019;SANDALIA LEADCAT
AJ5908-003;T. NIKE FLEX EXPERIENCE 8 PLT/PNK AJ5908-003 # 9;1;NIKE;9;MUJER;ZAPATO;2,032.00;TimeOut Metromall;27/7/2019;FLEX EXPERIENCE
012991 BLK;T. RS DARE 2.0 BLK 012991 # 8;1;RS PERFORMANCE;8;HOMBRE;ZAPATO;890.00;TimeOut Metromall;27/7/2019;DARE
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,790.00;Time out mall premier;27/7/2019;TODOS
364092 02;T. PUMA BASKET BLACK 364092 02 # 8.5;1;PUMA;8.5;MUJER;ZAPATO;990.00;Time out mall premier;27/7/2019;BASKET
AQ7486-002;T. NIKE DOWNSHIFTER 9 BLK/FUCHSIA AQ7486-002 # 5.5;1;NIKE;5.5;MUJER;ZAPATO;2,032.00;TimeOut Metromall;27/7/2019;DOWNSHIFTER
631635 010;T.N PRIMO COURT CANVAS BLK 631635 010 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,890.00;Time out mall premier;27/7/2019;PRIMO COURT
360265 42;S.PUMA  POPCAT PURPLE 360265 42 # 7;1;PUMA;7;MUJER;SANDALIAS;690.00;TimeOut Metromall;27/7/2019; SANDALIA POPCAT
A1IXF;Z.T. KILLINGTON CHUKK WHEAT/MESH A1IXF # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,390.00;Shoes Cascadas;27/7/2019;KILINGTON
341522 30;T.P FUEGO NYLON NAV/GREY/BLK 341522 30 # 8.5;1;PUMA;8.5;HOMBRE;ZAPATO;1,590.00;TimeOut Metromall;27/7/2019;FUEGO
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 6;1;NIKE;6;MUJER;ZAPATO;1,990.00;TimeOut Metromall;27/7/2019;TODOS
A1SLZ ;T. CITY S EDGE WP BOOT BLACK FULL A1SLZ # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,945.00;Shoes Cascadas;27/7/2019;CITY EDGE
A21ES;T. BRADST PT OX NVY A21ES # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,371.50;Shoes Cascadas;27/7/2019;BROOKLYN
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 8;1;NIKE;8;HOMBRE;ZAPATO;1,990.00;TimeOut Metromall;27/7/2019;TODOS
341522 30;T.P FUEGO NYLON NAV/GREY/BLK 341522 30 # 9.5;1;PUMA;9.5;HOMBRE;ZAPATO;1,590.00;TimeOut Metromall;27/7/2019;FUEGO
016082 WINE;T. RS BURLY WINE/BLK 016082 # 6;1;RS PERFORMANCE;6;MUJER;ZAPATO;695.00;TIMEOUT MEGAMALL SPS;27/7/2019;BURLY
016082 GRY;T. RS INTENSE DK.GREY/BLK 016082 # 5;1;RS PERFORMANCE;5;MUJER;ZAPATO;695.00;TIMEOUT MEGAMALL SPS;27/7/2019;BURLY
7-37CFA0030TS2;T.LACOSTE LANCELLE PNK 7-37CFA0030TS2 # 7.5;1;LACOSTE;7.5;MUJER;ZAPATO;2,092.50;Shoes Cascadas;27/7/2019;LANCELLE
343880 100;SANDA NIKE BENASSI BLK/WHT 343880 100 # 7;1;NIKE;7;HOMBRE;SANDALIAS;792.00;TIMEOUT MEGAMALL SPS;27/7/2019;BENASSI
A14GM;T. EDGEMONT OXFORD BLACK A14GM # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,340.00;TIMEOUT MEGAMALL SPS;27/7/2019;EDGEMONT OXFORD
016101 NVY;T. RS INTENSE NVY/BLK 016101 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;695.00;TIMEOUT MEGAMALL SPS;27/7/2019;INTENSE
015872 BLK;T. RS ROTINE BLK/FUCHSIA 015872 # 7;1;RS PERFORMANCE;7;MUJER;ZAPATO;695.00;TIMEOUT MEGAMALL SPS;27/7/2019;ROUTINE
A12ES;T. LARCHMONT WP CHUKKA MEDIUM A12ES # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;1,794.00;Shoes Cascadas;27/7/2019;LARCHMONT 
10061;T. 6IN PREM BT WHEAT YELLOW 10061 # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;4,590.00;Shoes Cascadas;27/7/2019;YELLOW BOOTS
A1ODQ;Z.T. KILLINGTON HIKER CHU GRAPE/GREEN A1ODQ # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,632.00;TIMEOUT MEGAMALL SPS;27/7/2019;KILINGTON
7-37CFA0030TS2;T.LACOSTE LANCELLE PNK 7-37CFA0030TS2 # 6.5;2;LACOSTE;6.5;MUJER;ZAPATO;5,580.00;Shoes Cascadas;27/7/2019;LANCELLE
918230 007;T.N AIR MAX VISION BLK WHT 918230 007 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,390.00;TIMEOUT MEGAMALL SPS;27/7/2019;AIR MAX VISION
7-37CMA0045237;T.LACOSTE LEROND BLK/GRY 7-37CMA0045237 # 8;1;LACOSTE;8;HOMBRE;ZAPATO;1,850.00;Shoes Cascadas;27/7/2019;LEROND
AJ5908-003;T. NIKE FLEX EXPERIENCE 8 PLT/PNK AJ5908-003 # 8;1;NIKE;8;MUJER;ZAPATO;1,912.00;TIMEOUT MEGAMALL SPS;27/7/2019;FLEX EXPERIENCE
016101 BLK;T. RS INTENSE BLK 016101 # 6.5;1;RS PERFORMANCE;6.5;HOMBRE;ZAPATO;700.00;TIMEOUT MEGAMALL SPS;27/7/2019;INTENSE
7-37CFA0030TS2;T.LACOSTE LANCELLE PNK 7-37CFA0030TS2 # 7.5;1;LACOSTE;7.5;MUJER;ZAPATO;2,790.00;Shoes Cascadas;27/7/2019;LANCELLE
A1MTC;T. NAPLES TRAIL OX A1MTC BLACK # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,990.00;Shoes Cascadas;27/7/2019;NAPLES TRAIL
190465 02;T.P ENZO STREET KNIT 190465 02 # 9;1;PUMA;9;HOMBRE;ZAPATO;1,015.00;TimeOut La Ceiba;27/7/2019;ENZO 
192337 01 ;T.P FLOURISH WMNS BLACK 192337 01 # 6.5;1;PUMA;6.5;MUJER;ZAPATO;1,772.00;TimeOut La Ceiba;27/7/2019;FLOURISH
A1Z6G;T. FLYROAM GO KNIT OX BLK A1Z6G # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;2,415.00;TimeOut La Ceiba;27/7/2019;BROOKLYN
924339 801;T.N WNS FLEX  PNK/GRY 924339 801 # 8.5;1;NIKE;8.5;MUJER;ZAPATO;1,770.00;TimeOut La Ceiba;27/7/2019;FLEX TRAINER
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 8;1;NIKE;8;HOMBRE;ZAPATO;1,815.00;TimeOut La Ceiba;27/7/2019;TODOS
A1PV9;SPLITROCK 2 MIDNIGHT NAVY A1PV9 # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;3,290.00;Timberland CITY MALL;27/7/2019;SIDE-ZIP
631635 010;T.N PRIMO COURT CANVAS BLK 631635 010 # 8;1;NIKE;8;MUJER;ZAPATO;1,915.00;TimeOut La Ceiba;27/7/2019;PRIMO COURT
A1IZL;Z.T FLYROAM WEDGE WHEAT BK/BRW A1IZL # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;1,690.00;Timberland CITY MALL;27/7/2019;FLYROAM
A1N1V;T. KENDRICK CHELSEA BLACK A1N1V # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;3,415.00;TimeOut La Ceiba;27/7/2019;KENDRICK
7-37CFA0030TS2;T.LACOSTE LANCELLE PNK 7-37CFA0030TS2 # 6.5;1;LACOSTE;6.5;MUJER;ZAPATO;2,815.00;TimeOut La Ceiba;27/7/2019;LANCELLE
191487 01;T.P ENZO WEAVE BLACK 191487 01 # 11;1;PUMA;11;HOMBRE;ZAPATO;2,215.00;TimeOut La Ceiba;27/7/2019;ENZO
A1NZR;T. FLYROAM TRAIL LOW BLACK A1NZR # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;3,015.00;TimeOut Choluteca;27/7/2019;FLYROAM
A1JZT;T. KENDRICK CHELSEA BLACK A1JZT # 7;1;TIMBERLAND;7;HOMBRE;ZAPATO;3,650.00;Timberland CITY MALL;27/7/2019;KENDRICK
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 8.5;1;NIKE;8.5;HOMBRE;ZAPATO;1,790.00;Time Out Multiplaza;27/7/2019;TODOS
